factsheet,topic,attribute,subattribute,#,value
GEA,scenarios,scenario,name,2,geaha_450_atr_limbe
GEA,scenarios,scenario,description,2,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,3,geaha_450_atr_limir
GEA,scenarios,scenario,description,3,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,4,geaha_450_atr_nbecs
GEA,scenarios,scenario,description,4,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)"
GEA,scenarios,scenario,name,5,geaha_450_atr_nonuc
GEA,scenarios,scenario,description,5,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,6,geaha_450_atr_nsink
GEA,scenarios,scenario,description,6,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward"
GEA,scenarios,scenario,name,7,geaha_450_btr_full
GEA,scenarios,scenario,description,7,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No technology restrictions"
GEA,scenarios,scenario,name,8,geaha_450_btr_nonuc
GEA,scenarios,scenario,description,8,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,9,geala_450_atr_full
GEA,scenarios,scenario,description,9,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No technology restrictions"
GEA,scenarios,scenario,name,10,geala_450_atr_limbe
GEA,scenarios,scenario,description,10,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,11,geala_450_atr_limbe_limir
GEA,scenarios,scenario,description,11,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy
 Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,12,geala_450_atr_limir
GEA,scenarios,scenario,description,12,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,13,geala_450_atr_nbecs
GEA,scenarios,scenario,description,13,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)"
GEA,scenarios,scenario,name,14,geala_450_atr_nbecs_nsink_limbe
GEA,scenarios,scenario,description,14,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)
 No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward
 Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,15,geala_450_atr_noccs
GEA,scenarios,scenario,description,15,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: CCS excluded"
GEA,scenarios,scenario,name,16,geala_450_atr_noccs_nonuc
GEA,scenarios,scenario,description,16,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: CCS excluded
 No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,17,geala_450_atr_nonuc
GEA,scenarios,scenario,description,17,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,18,geala_450_atr_nsink
GEA,scenarios,scenario,description,18,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward"
GEA,scenarios,scenario,name,19,geala_450_btr_full
GEA,scenarios,scenario,description,19,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No technology restrictions"
GEA,scenarios,scenario,name,20,geala_450_btr_limbe
GEA,scenarios,scenario,description,20,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,21,geala_450_btr_limbe_limir
GEA,scenarios,scenario,description,21,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy
 Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,22,geala_450_btr_limir
GEA,scenarios,scenario,description,22,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,23,geala_450_btr_nbecs
GEA,scenarios,scenario,description,23,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)"
GEA,scenarios,scenario,name,24,geala_450_btr_nbecs_nsink_limbe
GEA,scenarios,scenario,description,24,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)
 No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward
 Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,25,geala_450_btr_noccs
GEA,scenarios,scenario,description,25,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: CCS excluded"
GEA,scenarios,scenario,name,26,geala_450_btr_noccs_nonuc
GEA,scenarios,scenario,description,26,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: CCS excluded
 No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,27,geala_450_btr_nonuc
GEA,scenarios,scenario,description,27,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,28,geala_450_btr_nsink
GEA,scenarios,scenario,description,28,"Demand level: GEA-Efficiency: Pathway emphasizing demand-side and efficiency improvements
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward"
GEA,scenarios,scenario,name,29,geama_450_atr_full
GEA,scenarios,scenario,description,29,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No technology restrictions"
GEA,scenarios,scenario,name,30,geama_450_atr_limbe
GEA,scenarios,scenario,description,30,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,31,geama_450_atr_limir
GEA,scenarios,scenario,description,31,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,32,geama_450_atr_nbecs
GEA,scenarios,scenario,description,32,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)"
GEA,scenarios,scenario,name,33,geama_450_atr_noccs
GEA,scenarios,scenario,description,33,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: CCS excluded"
GEA,scenarios,scenario,name,34,geama_450_atr_nonuc
GEA,scenarios,scenario,description,34,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,35,geama_450_atr_nsink
GEA,scenarios,scenario,description,35,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Advanced transportation with increased electicity and hydrogen use
 Technology restriciton: No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward"
GEA,scenarios,scenario,name,36,geama_450_btr_full
GEA,scenarios,scenario,description,36,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No technology restrictions"
GEA,scenarios,scenario,name,37,geama_450_btr_limbe
GEA,scenarios,scenario,description,37,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Bioenergy potential reduced to 50% of central estimate to reflect potential implementation issues for sustainable bioenergy"
GEA,scenarios,scenario,name,38,geama_450_btr_limir
GEA,scenarios,scenario,description,38,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Intermittent renewables (wind, solar) restricted to 20% of final electricity consumption"
GEA,scenarios,scenario,name,39,geama_450_btr_nbecs
GEA,scenarios,scenario,description,39,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: Bioenergy used only for co-firing in fossil CCS facilities (no dedicated BioCCS faciltities)"
GEA,scenarios,scenario,name,40,geama_450_btr_nonuc
GEA,scenarios,scenario,description,40,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No new nuclear power plants built after 2020, leading to full phase-out after 2060 (assuming 40-year plant lifetime)"
GEA,scenarios,scenario,name,41,geama_450_btr_nsink
GEA,scenarios,scenario,description,41,"Demand level: GEA-MIX: Pathway emphasizing regional diversity at an intermediate level of demand between GEA-Efficiency and GEA-Supply
 Longterm policy: 450 ppm CO2e (2.0°C)
 Transportation system: Conventional transportation relying on liquid fuels
 Technology restriciton: No additional afforestation beyond baseline assumption of no net global deforestation from 2070 onward"
GEA,scenarios,scenario,name,42,geah_counterfactual
GEA,scenarios,scenario,description,42,"Demand level: GEA-Supply: Pathway emphasizing supply-side transfromation at relatively high energy demand
 Longterm policy: Hypothetical no-policy baseline describing the evolution of the energy system in the absence of any transformational policies of the energy system
 Transportation system: None
 Technology restriciton: None"
GEA,data sources,source,name,1,GEA Scenario Database
GEA,data sources,source,link,1,www.iiasa.ac.at/web-apps/ene/geadb
GEA,data sources,source,name,2,IIASA ENE-MCA Policy Analysis Tool
GEA,data sources,source,link,2,www.iiasa.ac.at/web-apps/ene/GeaMCA
GEA,data sources,source,name,3,IIASA Energy Access Tool (ENACT)
GEA,data sources,source,link,3,www.iiasa.ac.at/web-apps/ene/ENACT
GEA,publications,reference,citation,1,GEA (2012)
GEA,publications,reference,type,1,Book
GEA,publications,reference,doi,1,
GEA,publications,reference,full,1,"GEA 2012. Global Energy Assessment - Toward a Sustainable Future, Cambridge University Press, Cambridge, UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria.
"
GEA,publications,reference,ris,1,"TY  - BOOK
AU  - Gea
CY  - Cambridge University Press, Cambridge, UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria
PY  - 2012
SN  - 9781 10700 5198 hardback 9780 52118 2935 paperback
ST  - Global Energy Assessment - Toward a Sustainable Future
TI  - Global Energy Assessment - Toward a Sustainable Future
UR  - www.globalenergyassessment.org
ID  - 47
ER  - 
"
GEA,publications,reference,citation,2,Riahi et al. (2012)
GEA,publications,reference,type,2,Book chapter
GEA,publications,reference,doi,2,
GEA,publications,reference,full,2,"RIAHI, K., DENTENER, F., GIELEN, D., GRUBLER, A., JEWELL, J., KLIMONT, Z., KREY, V., MCCOLLUM, D., PACHAURI, S., RAO, S., VAN RUIJVEN, B., VAN VUUREN, D. P. & WILSON, C. 2012. Chapter 17 - Energy Pathways for Sustainable Development. Global Energy Assessment - Toward a Sustainable Future. Cambridge University Press, Cambridge, UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria."
GEA,publications,reference,ris,2,"TY  - CHAP
AU  - Riahi, Keywan
AU  - Dentener, Frank
AU  - Gielen, Dolf
AU  - Grubler, Arnulf
AU  - Jewell, Jessica
AU  - Klimont, Zbigniew
AU  - Krey, Volker
AU  - McCollum, David
AU  - Pachauri, Shonali
AU  - Rao, Shilpa
AU  - van Ruijven, Bas
AU  - van Vuuren, Detlef P.
AU  - Wilson, Charlie
CY  - Cambridge University Press, Cambridge, UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria
PY  - 2012
SN  - 9781 10700 5198 hardback 9780 52118 2935 paperback
SP  - 1203-1306
ST  - Chapter 17 - Energy Pathways for Sustainable Development
T2  - Global Energy Assessment - Toward a Sustainable Future
TI  - Chapter 17 - Energy Pathways for Sustainable Development
UR  - www.globalenergyassessment.org
ID  - 38
ER  - 
"
GEA,publications,reference,citation,3,Pachauri et al. (2012)
GEA,publications,reference,type,3,Book Chapter
GEA,publications,reference,doi,3,
GEA,publications,reference,full,3,"PACHAURI, S., BREW-HAMMOND, A., BARNES, D. F., BOUILLE, D. H., GITONGA, S., MODI, V., PRASAD, G., RATH, A. & ZERRIFFI, H. 2012. Chapter 19 - Energy Access for Development. Global Energy Assessment - Toward a Sustainable Future. Cambridge University Press, Cambridge, UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria."
GEA,publications,reference,ris,3,"TY  - CHAP
AU  - Pachauri, Shonali
AU  - Brew-Hammond, Abeeku
AU  - Barnes, Douglas F.
AU  - Bouille, Daniel H.
AU  - Gitonga, Stephen
AU  - Modi, Vijay
AU  - Prasad, Gisela
AU  - Rath, Amitav
AU  - Zerriffi, Hisham
CY  - Cambridge University Press, Cambridge, UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria
PY  - 2012
SN  - 9781 10700 5198 hardback 9780 52118 2935 paperback
SP  - 1401-1458
ST  - Chapter 19 - Energy Access for Development
T2  - Global Energy Assessment - Toward a Sustainable Future
TI  - Chapter 19 - Energy Access for Development
UR  - www.globalenergyassessment.org
ID  - 40
ER  - 
"
GEA,publications,reference,citation,4,McCollum et al. (2011)
GEA,publications,reference,type,4,journal article
GEA,publications,reference,doi,4,10.1038/nclimate1297
GEA,publications,reference,full,4,"MCCOLLUM, D. L., KREY, V. & RIAHI, K. 2011. An integrated approach to energy sustainability. Nature Climate Change, 1, 428-429."
GEA,publications,reference,ris,4,"TY  - JOUR
AU  - McCollum, D. L.
AU  - Krey, V.
AU  - Riahi, K.
DB  - Scopus
DO  - 10.1038/nclimate1297
IS  - 9
M3  - Note
N1  - Cited By :52
Export Date: 27 September 2018
PY  - 2011
SP  - 428-429
ST  - An integrated approach to energy sustainability
T2  - Nature Climate Change
TI  - An integrated approach to energy sustainability
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863399602&doi=10.1038%2fnclimate1297&partnerID=40&md5=e7b819ad05b240761d8446e27cc9668a
VL  - 1
ID  - 48
ER  - 
"
GEA,publications,reference,citation,5,McCollum et al. (2013)
GEA,publications,reference,type,5,journal article
GEA,publications,reference,doi,5,10.1007/s10584-013-0710-y
GEA,publications,reference,full,5,"MCCOLLUM, D. L., KREY, V., RIAHI, K., KOLP, P., GRUBLER, A., MAKOWSKI, M. & NAKICENOVIC, N. 2013. Climate policies can help resolve energy security and air pollution challenges. Climatic Change, 119, 479-494."
GEA,publications,reference,ris,5,"TY  - JOUR
AU  - McCollum, D. L.
AU  - Krey, V.
AU  - Riahi, K.
AU  - Kolp, P.
AU  - Grubler, A.
AU  - Makowski, M.
AU  - Nakicenovic, N.
DB  - Scopus
DO  - 10.1007/s10584-013-0710-y
IS  - 2
M3  - Article
N1  - Cited By :71
Export Date: 27 September 2018
PY  - 2013
SP  - 479-494
ST  - Climate policies can help resolve energy security and air pollution challenges
T2  - Climatic Change
TI  - Climate policies can help resolve energy security and air pollution challenges
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879150744&doi=10.1007%2fs10584-013-0710-y&partnerID=40&md5=20b12765c7c2bb6d8f5ea2c6433a12f4
VL  - 119
ID  - 49
ER  - 
"
GEA,publications,reference,citation,6,McCollum et al. (2012)
GEA,publications,reference,type,6,journal article
GEA,publications,reference,ris,6,"TY  - JOUR
AU  - McCollum, D. L.
AU  - Krey, V.
AU  - Riahi, K.
DB  - Scopus
DO  - 10.1111/j.1477-8947.2012.01459.x
IS  - 4
M3  - Article
N1  - Cited By :5
Export Date: 1 October 2018
PY  - 2012
SP  - 215-230
ST  - Beyond rio: Sustainable energy scenarios for the 21st century
T2  - Natural Resources Forum
TI  - Beyond rio: Sustainable energy scenarios for the 21st century
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870357154&doi=10.1111%2fj.1477-8947.2012.01459.x&partnerID=40&md5=1466865cebcbe422d6045bb9fd1c84c6
VL  - 36
ID  - 50
ER  - 
"
GEA,publications,reference,full,6,"MCCOLLUM, D. L., KREY, V. & RIAHI, K. 2012. Beyond rio: Sustainable energy scenarios for the 21st century. Natural Resources Forum, 36, 215-230."
GEA,publications,reference,doi,6,10.1111/j.1477-8947.2012.01459.x
GEA,publications,reference,citation,7,Rogelj et al. (2013)
GEA,publications,reference,type,7,journal article
GEA,publications,reference,doi,7,10.1038/nclimate1806
GEA,publications,reference,full,7,"ROGELJ, J., MCCOLLUM, D. L. & RIAHI, K. 2013. The UN's 'Sustainable Energy for All' initiative is compatible with a warming limit of 2C. Nature Climate Change, 3, 545-551."
GEA,publications,reference,ris,7,"TY  - JOUR
AU  - Rogelj, J.
AU  - McCollum, D. L.
AU  - Riahi, K.
DB  - Scopus
DO  - 10.1038/nclimate1806
IS  - 6
M3  - Review
N1  - Cited By :30
Export Date: 1 October 2018
PY  - 2013
SP  - 545-551
ST  - The UN's 'Sustainable Energy for All' initiative is compatible with a warming limit of 2C
T2  - Nature Climate Change
TI  - The UN's 'Sustainable Energy for All' initiative is compatible with a warming limit of 2C
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878547602&doi=10.1038%2fnclimate1806&partnerID=40&md5=2fa7811a648cfcf75e170d90fab55f33
VL  - 3
ID  - 51
ER  - 
"
GEA,publications,reference,citation,8,Rao et al. (2013)
GEA,publications,reference,type,8,journal article
GEA,publications,reference,doi,8,10.1016/j.gloenvcha.2013.05.003
