factsheet,topic,attribute,subattribute,#,value
SSP,scenarios,scenario,description,6,"Storyline: 
 Middle of the Road (Medium challenges to mitigation and adaptation) The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns. Development and income growth proceeds unevenly, with some countries making relatively good progress while others fall short of expectations. Global and national institutions work toward but make slow progress in achieving sustainable development goals. Environmental systems experience degradation, although there are some improvements and overall the intensity of resource and energy use declines. Global population growth is moderate and levels off in the second half of the century. Income inequality persists or improves only slowly and challenges to reducing vulnerability to societal and environmental changes remain.
 Longterm policy:
 RCP forcing level 1.9W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,7,SSP2-26
SSP,scenarios,scenario,description,7,"Storyline: 
 Middle of the Road (Medium challenges to mitigation and adaptation) The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns. Development and income growth proceeds unevenly, with some countries making relatively good progress while others fall short of expectations. Global and national institutions work toward but make slow progress in achieving sustainable development goals. Environmental systems experience degradation, although there are some improvements and overall the intensity of resource and energy use declines. Global population growth is moderate and levels off in the second half of the century. Income inequality persists or improves only slowly and challenges to reducing vulnerability to societal and environmental changes remain.
 Longterm policy:
 RCP forcing level 2.6W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,8,SSP2-34
SSP,scenarios,scenario,description,8,"Storyline: 
 Middle of the Road (Medium challenges to mitigation and adaptation) The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns. Development and income growth proceeds unevenly, with some countries making relatively good progress while others fall short of expectations. Global and national institutions work toward but make slow progress in achieving sustainable development goals. Environmental systems experience degradation, although there are some improvements and overall the intensity of resource and energy use declines. Global population growth is moderate and levels off in the second half of the century. Income inequality persists or improves only slowly and challenges to reducing vulnerability to societal and environmental changes remain.
 Longterm policy:
 RCP forcing level 3.4W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,9,SSP2-45
SSP,scenarios,scenario,description,9,"Storyline: 
 Middle of the Road (Medium challenges to mitigation and adaptation) The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns. Development and income growth proceeds unevenly, with some countries making relatively good progress while others fall short of expectations. Global and national institutions work toward but make slow progress in achieving sustainable development goals. Environmental systems experience degradation, although there are some improvements and overall the intensity of resource and energy use declines. Global population growth is moderate and levels off in the second half of the century. Income inequality persists or improves only slowly and challenges to reducing vulnerability to societal and environmental changes remain.
 Longterm policy:
 RCP forcing level 4.5W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,10,SSP2-60
SSP,scenarios,scenario,description,10,"Storyline: 
 Middle of the Road (Medium challenges to mitigation and adaptation) The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns. Development and income growth proceeds unevenly, with some countries making relatively good progress while others fall short of expectations. Global and national institutions work toward but make slow progress in achieving sustainable development goals. Environmental systems experience degradation, although there are some improvements and overall the intensity of resource and energy use declines. Global population growth is moderate and levels off in the second half of the century. Income inequality persists or improves only slowly and challenges to reducing vulnerability to societal and environmental changes remain.
 Longterm policy:
 RCP forcing level 6.0W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,11,SSP2-Baseline
SSP,scenarios,scenario,description,11,"Storyline: 
 Middle of the Road (Medium challenges to mitigation and adaptation) The world follows a path in which social, economic, and technological trends do not shift markedly from historical patterns. Development and income growth proceeds unevenly, with some countries making relatively good progress while others fall short of expectations. Global and national institutions work toward but make slow progress in achieving sustainable development goals. Environmental systems experience degradation, although there are some improvements and overall the intensity of resource and energy use declines. Global population growth is moderate and levels off in the second half of the century. Income inequality persists or improves only slowly and challenges to reducing vulnerability to societal and environmental changes remain.
 Longterm policy:
 No-policy
 Shared Climate Policy Assumption:
 N/A"
SSP,scenarios,scenario,name,12,SSP3-34
SSP,scenarios,scenario,description,12,"Storyline: 
 Regional Rivalry – A Rocky Road (High challenges to mitigation and adaptation) A resurgent nationalism, concerns about competitiveness and security, and regional conflicts push countries to increasingly focus on domestic or, at most, regional issues. Policies shift over time to become increasingly oriented toward national and regional security issues. Countries focus on achieving energy and food security goals within their own regions at the expense of broader-based development. Investments in education and technological development decline. Economic development is slow, consumption is material-intensive, and inequalities persist or worsen over time. Population growth is low in industrialized and high in developing countries. A low international priority for addressing environmental concerns leads to strong environmental degradation in some regions.
 Longterm policy:
 RCP forcing level 3.4W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Late accession – higher income regions join global regime between 2020–2040, while lower income regions follow between 2030 and 2050
 Coverage of land use emissions: Very limited coverage (implementation failures and high transaction costs)"
SSP,scenarios,scenario,name,13,SSP3-45
SSP,scenarios,scenario,description,13,"Storyline: 
 Regional Rivalry – A Rocky Road (High challenges to mitigation and adaptation) A resurgent nationalism, concerns about competitiveness and security, and regional conflicts push countries to increasingly focus on domestic or, at most, regional issues. Policies shift over time to become increasingly oriented toward national and regional security issues. Countries focus on achieving energy and food security goals within their own regions at the expense of broader-based development. Investments in education and technological development decline. Economic development is slow, consumption is material-intensive, and inequalities persist or worsen over time. Population growth is low in industrialized and high in developing countries. A low international priority for addressing environmental concerns leads to strong environmental degradation in some regions.
 Longterm policy:
 RCP forcing level 4.5W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Late accession – higher income regions join global regime between 2020–2040, while lower income regions follow between 2030 and 2050
 Coverage of land use emissions: Very limited coverage (implementation failures and high transaction costs)"
SSP,scenarios,scenario,name,14,SSP3-60
SSP,scenarios,scenario,description,14,"Storyline: 
 Regional Rivalry – A Rocky Road (High challenges to mitigation and adaptation) A resurgent nationalism, concerns about competitiveness and security, and regional conflicts push countries to increasingly focus on domestic or, at most, regional issues. Policies shift over time to become increasingly oriented toward national and regional security issues. Countries focus on achieving energy and food security goals within their own regions at the expense of broader-based development. Investments in education and technological development decline. Economic development is slow, consumption is material-intensive, and inequalities persist or worsen over time. Population growth is low in industrialized and high in developing countries. A low international priority for addressing environmental concerns leads to strong environmental degradation in some regions.
 Longterm policy:
 RCP forcing level 6.0W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Late accession – higher income regions join global regime between 2020–2040, while lower income regions follow between 2030 and 2050
 Coverage of land use emissions: Very limited coverage (implementation failures and high transaction costs)"
SSP,scenarios,scenario,name,15,SSP3-Baseline
SSP,scenarios,scenario,description,15,"Storyline: 
 Regional Rivalry – A Rocky Road (High challenges to mitigation and adaptation) A resurgent nationalism, concerns about competitiveness and security, and regional conflicts push countries to increasingly focus on domestic or, at most, regional issues. Policies shift over time to become increasingly oriented toward national and regional security issues. Countries focus on achieving energy and food security goals within their own regions at the expense of broader-based development. Investments in education and technological development decline. Economic development is slow, consumption is material-intensive, and inequalities persist or worsen over time. Population growth is low in industrialized and high in developing countries. A low international priority for addressing environmental concerns leads to strong environmental degradation in some regions.
 Longterm policy:
 No-policy
 Shared Climate Policy Assumption:
 N/A"
SSP,scenarios,scenario,name,16,SSP4-19
SSP,scenarios,scenario,description,16,"Storyline: 
 Inequality – A Road Divided (Low challenges to mitigation, high challenges to adaptation) Highly unequal investments in human capital, combined with increasing disparities in economic opportunity and political power, lead to increasing inequalities and stratification both across and within countries. Over time, a gap widens between an internationally-connected society that contributes to knowledge- and capital-intensive sectors of the global economy, and a fragmented collection of lower-income, poorly educated societies that work in a labor intensive, low-tech economy. Social cohesion degrades and conflict and unrest become increasingly common. Technology development is high in the high-tech economy and sectors. The globally connected energy sector diversifies, with investments in both carbon-intensive fuels like coal and unconventional oil, but also low-carbon energy sources. Environmental policies focus on local issues around middle and high income areas.
 Longterm policy:
 RCP forcing level 1.9W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Early accession with global collaboration as of 2020
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,17,SSP4-26
SSP,scenarios,scenario,description,17,"Storyline: 
 Inequality – A Road Divided (Low challenges to mitigation, high challenges to adaptation) Highly unequal investments in human capital, combined with increasing disparities in economic opportunity and political power, lead to increasing inequalities and stratification both across and within countries. Over time, a gap widens between an internationally-connected society that contributes to knowledge- and capital-intensive sectors of the global economy, and a fragmented collection of lower-income, poorly educated societies that work in a labor intensive, low-tech economy. Social cohesion degrades and conflict and unrest become increasingly common. Technology development is high in the high-tech economy and sectors. The globally connected energy sector diversifies, with investments in both carbon-intensive fuels like coal and unconventional oil, but also low-carbon energy sources. Environmental policies focus on local issues around middle and high income areas.
 Longterm policy:
 RCP forcing level 2.6W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Early accession with global collaboration as of 2020
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,18,SSP4-34
SSP,scenarios,scenario,description,18,"Storyline: 
 Inequality – A Road Divided (Low challenges to mitigation, high challenges to adaptation) Highly unequal investments in human capital, combined with increasing disparities in economic opportunity and political power, lead to increasing inequalities and stratification both across and within countries. Over time, a gap widens between an internationally-connected society that contributes to knowledge- and capital-intensive sectors of the global economy, and a fragmented collection of lower-income, poorly educated societies that work in a labor intensive, low-tech economy. Social cohesion degrades and conflict and unrest become increasingly common. Technology development is high in the high-tech economy and sectors. The globally connected energy sector diversifies, with investments in both carbon-intensive fuels like coal and unconventional oil, but also low-carbon energy sources. Environmental policies focus on local issues around middle and high income areas.
 Longterm policy:
 RCP forcing level 3.4W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Early accession with global collaboration as of 2020
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,19,SSP4-45
SSP,scenarios,scenario,description,19,"Storyline: 
 Inequality – A Road Divided (Low challenges to mitigation, high challenges to adaptation) Highly unequal investments in human capital, combined with increasing disparities in economic opportunity and political power, lead to increasing inequalities and stratification both across and within countries. Over time, a gap widens between an internationally-connected society that contributes to knowledge- and capital-intensive sectors of the global economy, and a fragmented collection of lower-income, poorly educated societies that work in a labor intensive, low-tech economy. Social cohesion degrades and conflict and unrest become increasingly common. Technology development is high in the high-tech economy and sectors. The globally connected energy sector diversifies, with investments in both carbon-intensive fuels like coal and unconventional oil, but also low-carbon energy sources. Environmental policies focus on local issues around middle and high income areas.
 Longterm policy:
 RCP forcing level 4.5W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Early accession with global collaboration as of 2020
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,20,SSP4-60
SSP,scenarios,scenario,description,20,"Storyline: 
 Inequality – A Road Divided (Low challenges to mitigation, high challenges to adaptation) Highly unequal investments in human capital, combined with increasing disparities in economic opportunity and political power, lead to increasing inequalities and stratification both across and within countries. Over time, a gap widens between an internationally-connected society that contributes to knowledge- and capital-intensive sectors of the global economy, and a fragmented collection of lower-income, poorly educated societies that work in a labor intensive, low-tech economy. Social cohesion degrades and conflict and unrest become increasingly common. Technology development is high in the high-tech economy and sectors. The globally connected energy sector diversifies, with investments in both carbon-intensive fuels like coal and unconventional oil, but also low-carbon energy sources. Environmental policies focus on local issues around middle and high income areas.
 Longterm policy:
 RCP forcing level 6.0W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Early accession with global collaboration as of 2020
 Coverage of land use emissions: Intermediately effective coverage (limited Reducing Emissions from Deforestation and forest Degradation (REDD), but effective coverage of agricultural emissions)"
SSP,scenarios,scenario,name,21,SSP4-Baseline
SSP,scenarios,scenario,description,21,"Storyline: 
 Inequality – A Road Divided (Low challenges to mitigation, high challenges to adaptation) Highly unequal investments in human capital, combined with increasing disparities in economic opportunity and political power, lead to increasing inequalities and stratification both across and within countries. Over time, a gap widens between an internationally-connected society that contributes to knowledge- and capital-intensive sectors of the global economy, and a fragmented collection of lower-income, poorly educated societies that work in a labor intensive, low-tech economy. Social cohesion degrades and conflict and unrest become increasingly common. Technology development is high in the high-tech economy and sectors. The globally connected energy sector diversifies, with investments in both carbon-intensive fuels like coal and unconventional oil, but also low-carbon energy sources. Environmental policies focus on local issues around middle and high income areas.
 Longterm policy:
 No-policy
 Shared Climate Policy Assumption:
 N/A"
SSP,scenarios,scenario,name,22,SSP5-19
SSP,scenarios,scenario,description,22,"Storyline: 
 Fossil-fueled Development – Taking the Highway (High challenges to mitigation, low challenges to adaptation) This world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development. Global markets are increasingly integrated. There are also strong investments in health, education, and institutions to enhance human and social capital. At the same time, the push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world. All these factors lead to rapid growth of the global economy, while global population peaks and declines in the 21st century. Local environmental problems like air pollution are successfully managed. There is faith in the ability to effectively manage social and ecological systems, including by geo-engineering if necessary.
 Longterm policy:
 RCP forcing level 1.9W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Effective coverage (at the level of emissions control in the energy and industrial sectors)"
SSP,scenarios,scenario,name,23,SSP5-26
SSP,scenarios,scenario,description,23,"Storyline: 
 Fossil-fueled Development – Taking the Highway (High challenges to mitigation, low challenges to adaptation) This world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development. Global markets are increasingly integrated. There are also strong investments in health, education, and institutions to enhance human and social capital. At the same time, the push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world. All these factors lead to rapid growth of the global economy, while global population peaks and declines in the 21st century. Local environmental problems like air pollution are successfully managed. There is faith in the ability to effectively manage social and ecological systems, including by geo-engineering if necessary.
 Longterm policy:
 RCP forcing level 2.6W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Effective coverage (at the level of emissions control in the energy and industrial sectors)"
SSP,scenarios,scenario,name,24,SSP5-34
SSP,scenarios,scenario,description,24,"Storyline: 
 Fossil-fueled Development – Taking the Highway (High challenges to mitigation, low challenges to adaptation) This world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development. Global markets are increasingly integrated. There are also strong investments in health, education, and institutions to enhance human and social capital. At the same time, the push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world. All these factors lead to rapid growth of the global economy, while global population peaks and declines in the 21st century. Local environmental problems like air pollution are successfully managed. There is faith in the ability to effectively manage social and ecological systems, including by geo-engineering if necessary.
 Longterm policy:
 RCP forcing level 3.4W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Effective coverage (at the level of emissions control in the energy and industrial sectors)"
SSP,scenarios,scenario,name,25,SSP5-45
SSP,scenarios,scenario,description,25,"Storyline: 
 Fossil-fueled Development – Taking the Highway (High challenges to mitigation, low challenges to adaptation) This world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development. Global markets are increasingly integrated. There are also strong investments in health, education, and institutions to enhance human and social capital. At the same time, the push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world. All these factors lead to rapid growth of the global economy, while global population peaks and declines in the 21st century. Local environmental problems like air pollution are successfully managed. There is faith in the ability to effectively manage social and ecological systems, including by geo-engineering if necessary.
 Longterm policy:
 RCP forcing level 4.5W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Effective coverage (at the level of emissions control in the energy and industrial sectors)"
SSP,scenarios,scenario,name,26,SSP5-60
SSP,scenarios,scenario,description,26,"Storyline: 
 Fossil-fueled Development – Taking the Highway (High challenges to mitigation, low challenges to adaptation) This world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development. Global markets are increasingly integrated. There are also strong investments in health, education, and institutions to enhance human and social capital. At the same time, the push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world. All these factors lead to rapid growth of the global economy, while global population peaks and declines in the 21st century. Local environmental problems like air pollution are successfully managed. There is faith in the ability to effectively manage social and ecological systems, including by geo-engineering if necessary.
 Longterm policy:
 RCP forcing level 6.0W/m2 in 2100
 Shared Climate Policy Assumption:
 Policy stringency in the near term and the timing of regional participation: Some delays in establishing global action with regions transitioning to global cooperation between 2020–2040
 Coverage of land use emissions: Effective coverage (at the level of emissions control in the energy and industrial sectors)"
SSP,scenarios,scenario,name,27,SSP5-Baseline
SSP,scenarios,scenario,description,27,"Storyline: 
 Fossil-fueled Development – Taking the Highway (High challenges to mitigation, low challenges to adaptation) This world places increasing faith in competitive markets, innovation and participatory societies to produce rapid technological progress and development of human capital as the path to sustainable development. Global markets are increasingly integrated. There are also strong investments in health, education, and institutions to enhance human and social capital. At the same time, the push for economic and social development is coupled with the exploitation of abundant fossil fuel resources and the adoption of resource and energy intensive lifestyles around the world. All these factors lead to rapid growth of the global economy, while global population peaks and declines in the 21st century. Local environmental problems like air pollution are successfully managed. There is faith in the ability to effectively manage social and ecological systems, including by geo-engineering if necessary.
 Longterm policy:
 No-policy
 Shared Climate Policy Assumption:
 N/A"
SSP,data sources,source,name,1,SSP Database
SSP,data sources,source,link,1,https://tntcat.iiasa.ac.at/SspDb
SSP,publications,reference,citation,1,Riahi et al. (2017)
SSP,publications,reference,type,1,journal article
SSP,publications,reference,doi,1,10.1016/j.gloenvcha.2016.05.009
